benchmark,size,n_nodes,n_processes,best_backend,sub_backend,best_runtime,n_qubits,depth,width,n_clbits,n_ops,n_gates,n_parameters,n_connected_components,n_measure_ops,single_qubit_gates,two_qubit_gates,three_qubit_gates,four_qubit_gates,num_separable_circuits,num_tensor_factors,num_serial_layers,qc_width_total,num_registers,num_cregs,num_ancillas,idle_wires,global_phase,dag_size_ops,dag_edge_count,longest_path_len,num_control_flow_ops,num_barriers,num_distinct_twoq_pairs,touch_min,touch_max,touch_avg,clifford_count,nonclifford_count,measure_fraction,total_gate_params,avg_gate_params,std_gate_params,min_gate_params,max_gate_params,num_controlled_gates,num_unitary_factors,dag_duration,qc_duration,gate_barrier,gate_ccx,gate_cp,gate_cu,gate_cx,gate_cz,gate_h,gate_measure,gate_p,gate_rx,gate_ry,gate_rz,gate_s,gate_swap,gate_u2,arg_number_of_iterations,arg_optimization_level,algo_depth,algo_width,algo_num_qubits,algo_num_clbits,algo_num_ops,algo_num_2q_gates,algo_num_cliffords,algo_num_non_cliffords,algo_critical_path_length,algo_connected_components,algo_num_parameters,algo_gate_measure,algo_gate_cx,algo_gate_h,transpile_opt_level,hw_circ_depth,hw_circ_width,hw_circ_num_ops,hw_circ_num_2q_gates,hw_circ_swaps,hw_circ_connected_components,hw_circ_connectivity_degree_max,hw_circ_connectivity_degree_avg,hw_gate_cz,hw_gate_measure,hw_gate_rz,hw_gate_sx,exec_openmp_num_threads,exec_mpi_rank,exec_mpi_size,exec_transpile_time,depth_ratio,twoq_ratio,hw_gate_cx,hw_gate_h,algo_gate_rz,algo_gate_cz,algo_gate_s,algo_gate_swap,algo_gate_rx,hw_gate_x,algo_gate_cu,algo_gate_ccx,algo_gate_cp,algo_gate_u2,algo_gate_ry,algo_gate_p,algo_gate_barrier,hw_gate_barrier,hw_gate_rx,algo_gate_reset,hw_gate_reset,hw_gate_gpi2,hw_gate_ms,hw_gate_gpi,hw_gate_ry,arg_device,arg_run_mode,algo_shots,be_backend_name,be_backend_type,be_backend_is_simulator,depth_qf,width_qf,n_ops_qf,two_qubit_gates_qf,clifford_count_qf,nonclifford_count_qf,critical_path_length_qf,connected_components_qf,num_parameters_qf,critical_path_length,connected_components,num_parameters
ghz,32,2,8,qiskitaer,automatic,7187.36457824707,,33.0,32.0,,64.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,32.0,64.0,31.0,32.0,32.0,33.0,1.0,0.0,33.0,1.0,0.0
ghz,32,4,8,nwqsim,MPI,383452.433347702,,33.0,32.0,,64.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,32.0,64.0,31.0,32.0,32.0,33.0,1.0,0.0,33.0,1.0,0.0
ghz,32,8,4,nwqsim,MPI,383164.93690013885,,33.0,32.0,,64.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,32.0,64.0,31.0,32.0,32.0,33.0,1.0,0.0,33.0,1.0,0.0
ghz,32,8,8,nwqsim,MPI,206375.51563978195,,33.0,32.0,,64.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,32.0,64.0,31.0,32.0,32.0,33.0,1.0,0.0,33.0,1.0,0.0
ghz,32,16,2,nwqsim,MPI,382673.71039390564,,33.0,32.0,,64.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,32.0,64.0,31.0,32.0,32.0,33.0,1.0,0.0,33.0,1.0,0.0
ghz,32,16,4,nwqsim,MPI,203089.26181793213,,33.0,32.0,,64.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,32.0,64.0,31.0,32.0,32.0,33.0,1.0,0.0,33.0,1.0,0.0
ghz,32,16,8,nwqsim,MPI,111229.27713394165,,33.0,32.0,,64.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,32.0,64.0,31.0,32.0,32.0,33.0,1.0,0.0,33.0,1.0,0.0
ghz,33,1,8,ibmq,ibm_boston,16848.36459159851,,34.0,33.0,,66.0,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,34.0,33.0,33.0,33.0,66.0,32.0,33.0,33.0,34.0,1.0,0.0,33.0,32.0,1.0,1.5,155.0,156.0,363.25,71.75,0.0,123.25,2.25,0.4198717948717949,71.75,33.0,114.0,144.5,1.0,0.0,1.0,2.5863736857427284,4.5588235294117645,2.2421875,,,,,,,,,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,34.0,33.0,66.0,32.0,33.0,33.0,34.0,1.0,0.0,34.0,1.0,0.0
ghz,34,1,8,ibmq,ibm_boston,22520.266890525818,,35.0,34.0,,68.0,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,35.0,34.0,34.0,34.0,68.0,33.0,34.0,34.0,35.0,1.0,0.0,34.0,33.0,1.0,1.5,157.0,156.0,364.0,70.5,0.0,122.5,2.25,0.4294871794871795,70.5,34.0,117.5,142.0,1.0,0.0,1.0,2.702537080622278,4.485714285714286,2.1363636363636367,,,,,,,,,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,35.0,34.0,68.0,33.0,34.0,34.0,35.0,1.0,0.0,35.0,1.0,0.0
ham,4,1,4,nwqsim,MPI,496.9308376312256,4.0,13.0,4.0,4.0,25.0,25.0,0.0,1.0,4.0,19.0,6.0,0.0,0.0,1.0,1.0,25.0,8.0,1.0,1.0,0.0,0.0,0.0,25.0,43.0,15.0,,0.0,3.0,6.0,9.0,7.75,14.0,11.0,1.0,7.0,0.28,0.4489988864128729,0.0,1.0,6.0,1.0,,,0.0,0.0,0.0,0.0,6.0,0.0,8.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,13.0,4.0,,4.0,25.0,6.0,14.0,11.0,13.0,1.0,0.0,4.0,6.0,8.0,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,,,,13.0,7.2,25.0,6.0,17.2,7.8,13.0,1.0,0.0,13.0,1.0,0.0
ham,4,1,8,ibmq,ibm_torino,47.30629920959473,4.0,13.0,4.0,4.0,25.0,25.0,0.0,1.0,4.0,19.0,6.0,0.0,0.0,1.0,1.0,25.0,8.0,1.0,1.0,0.0,0.0,0.0,25.0,43.0,15.0,,0.0,3.0,6.0,9.0,7.75,14.0,11.0,1.0,7.0,0.28,0.4489988864128729,0.0,1.0,6.0,1.0,,,0.0,0.0,0.0,0.0,6.0,0.0,8.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,13.0,4.0,4.0,4.0,25.0,6.0,14.0,11.0,13.0,1.0,0.0,4.0,6.0,8.0,1.0,30.0,133.0,42.0,6.0,0.0,130.0,2.0,0.045112781954887216,6.0,4.0,21.0,11.0,1.0,0.0,1.0,1.2242426970042288,2.3076923076923075,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,ibm_torino,hardware,False,13.0,7.2,25.0,6.0,17.2,7.8,13.0,1.0,0.0,13.0,1.0,0.0
ham,8,1,4,nwqsim,MPI,438.25546900431317,8.0,25.0,8.0,8.0,53.0,53.0,0.0,1.0,8.0,39.0,14.0,0.0,0.0,1.0,1.0,53.0,16.0,1.0,1.0,0.0,0.0,0.0,53.0,91.0,27.0,,0.0,7.0,6.0,9.0,8.375,30.0,23.0,1.0,15.0,0.2830188679245283,0.4504655240118235,0.0,1.0,14.0,1.0,,,0.0,0.0,0.0,0.0,14.0,0.0,16.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,25.0,8.0,,8.0,53.0,14.0,30.0,23.0,25.0,1.0,0.0,8.0,14.0,16.0,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,,,,25.0,14.857142857142858,53.0,14.0,36.857142857142854,16.142857142857142,25.0,1.0,0.0,25.0,1.0,0.0
ham,8,1,8,ibmq,ibm_miami,47.24454879760742,8.0,25.0,8.0,8.0,53.0,53.0,0.0,1.0,8.0,39.0,14.0,0.0,0.0,1.0,1.0,53.0,16.0,1.0,1.0,0.0,0.0,0.0,53.0,91.0,27.0,,0.0,7.0,6.0,9.0,8.375,30.0,23.0,1.0,15.0,0.2830188679245283,0.4504655240118235,0.0,1.0,14.0,1.0,,,0.0,0.0,0.0,0.0,14.0,0.0,16.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,25.0,8.0,8.0,8.0,53.0,14.0,30.0,23.0,25.0,1.0,0.0,8.0,14.0,16.0,1.0,62.0,120.0,90.0,14.0,0.0,113.0,2.0,0.11666666666666667,14.0,8.0,45.0,23.0,1.0,0.0,1.0,1.157010892406106,2.48,1.0,,,15.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,ibm_miami,hardware,False,25.0,14.857142857142858,53.0,14.0,36.857142857142854,16.142857142857142,25.0,1.0,0.0,25.0,1.0,0.0
ham,9,1,8,ibmq,ibm_torino,42.08207130432129,9.0,28.0,9.0,9.0,60.0,60.0,0.0,1.0,9.0,44.0,16.0,0.0,0.0,1.0,1.0,60.0,18.0,1.0,1.0,0.0,0.0,0.0,60.0,103.0,30.0,,0.0,8.0,6.0,9.0,8.444444444444445,34.0,26.0,1.0,17.0,0.2833333333333333,0.4506168611531925,0.0,1.0,16.0,1.0,,,0.0,0.0,0.0,0.0,16.0,0.0,18.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,28.0,9.0,9.0,9.0,60.0,16.0,34.0,26.0,28.0,1.0,0.0,9.0,16.0,18.0,1.0,70.0,133.0,102.0,16.0,0.0,125.0,2.0,0.12030075187969924,16.0,9.0,51.0,26.0,1.0,0.0,1.0,1.2645911979489028,2.5,1.0,,,17.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,ibm_torino,hardware,False,28.0,15.75,60.0,16.0,40.75,19.25,28.0,1.0,0.0,28.0,1.0,0.0
ham,12,1,4,nwqsim,MPI,450.00648498535156,12.0,37.0,12.0,12.0,81.0,81.0,0.0,1.0,12.0,59.0,22.0,0.0,0.0,1.0,1.0,81.0,24.0,1.0,1.0,0.0,0.0,0.0,81.0,139.0,39.0,,0.0,11.0,6.0,9.0,8.583333333333334,46.0,35.0,1.0,23.0,0.2839506172839506,0.450913144882708,0.0,1.0,22.0,1.0,,,0.0,0.0,0.0,0.0,22.0,0.0,24.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,15,1,8,ibmq,ibm_torino,45.505523681640625,15.0,46.0,15.0,15.0,102.0,102.0,0.0,1.0,15.0,74.0,28.0,0.0,0.0,1.0,1.0,102.0,30.0,1.0,1.0,0.0,0.0,0.0,102.0,175.0,48.0,,0.0,14.0,6.0,9.0,8.666666666666666,58.0,44.0,1.0,29.0,0.284313725490196,0.4510869439344055,0.0,1.0,28.0,1.0,,,0.0,0.0,0.0,0.0,28.0,0.0,30.0,15.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,1.0,46.0,15.0,15.0,15.0,102.0,28.0,58.0,44.0,46.0,1.0,0.0,15.0,28.0,30.0,1.0,118.0,133.0,174.0,28.0,0.0,119.0,2.0,0.21052631578947367,28.0,15.0,87.0,44.0,1.0,0.0,1.0,1.4260184750892222,2.5652173913043477,1.0,,,29.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,ibm_torino,hardware,False,46.0,27.857142857142858,102.0,28.0,70.85714285714286,31.142857142857142,46.0,1.0,0.0,46.0,1.0,0.0
ham,16,1,4,nwqsim,MPI,495.5865542093913,16.0,49.0,16.0,16.0,109.0,109.0,0.0,1.0,16.0,79.0,30.0,0.0,0.0,1.0,1.0,109.0,32.0,1.0,1.0,0.0,0.0,0.0,109.0,187.0,51.0,,0.0,15.0,6.0,9.0,8.6875,62.0,47.0,1.0,31.0,0.2844036697247706,0.4511299395649265,0.0,1.0,30.0,1.0,,,0.0,0.0,0.0,0.0,30.0,0.0,32.0,16.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,49.0,16.0,,16.0,109.0,30.0,62.0,47.0,49.0,1.0,0.0,16.0,30.0,32.0,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,,,,49.0,28.0,109.0,30.0,74.0,35.0,49.0,1.0,0.0,49.0,1.0,0.0
ham,16,1,8,ibmq,ibm_miami,36.332082748413086,16.0,49.0,16.0,16.0,109.0,109.0,0.0,1.0,16.0,79.0,30.0,0.0,0.0,1.0,1.0,109.0,32.0,1.0,1.0,0.0,0.0,0.0,109.0,187.0,51.0,,0.0,15.0,6.0,9.0,8.6875,62.0,47.0,1.0,31.0,0.2844036697247706,0.4511299395649265,0.0,1.0,30.0,1.0,,,0.0,0.0,0.0,0.0,30.0,0.0,32.0,16.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,1.4,49.0,16.0,16.0,16.0,109.0,30.0,62.0,47.0,49.0,1.0,0.0,16.0,30.0,32.0,1.4,105.4,120.0,210.2,31.2,0.0,105.0,2.2,0.25,31.2,16.0,98.6,64.4,1.0,0.0,1.0,2.1352987351594495,2.1510204081632653,1.04,,,31.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,ibm_miami,hardware,False,49.0,28.0,109.0,30.0,74.0,35.0,49.0,1.0,0.0,49.0,1.0,0.0
ham,16,2,2,nwqsim,MPI,444.2109266916911,16.0,49.0,16.0,16.0,109.0,109.0,0.0,1.0,16.0,79.0,30.0,0.0,0.0,1.0,1.0,109.0,32.0,1.0,1.0,0.0,0.0,0.0,109.0,187.0,51.0,,0.0,15.0,6.0,9.0,8.6875,62.0,47.0,1.0,31.0,0.2844036697247706,0.4511299395649265,0.0,1.0,30.0,1.0,,,0.0,0.0,0.0,0.0,30.0,0.0,32.0,16.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,49.0,16.0,,16.0,109.0,30.0,62.0,47.0,49.0,1.0,0.0,16.0,30.0,32.0,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,,,,49.0,28.0,109.0,30.0,74.0,35.0,49.0,1.0,0.0,49.0,1.0,0.0
ham,20,1,8,ibmq,ibm_miami,47.046661376953125,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,1.0,61.0,20.0,20.0,20.0,137.0,38.0,78.0,59.0,61.0,1.0,0.0,20.0,38.0,40.0,1.0,158.0,120.0,234.0,38.0,0.0,101.0,2.0,0.31666666666666665,38.0,20.0,117.0,59.0,1.0,0.0,1.0,2.9262582822702825,2.5901639344262297,1.0,,,39.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,ibm_miami,hardware,False,61.0,37.77777777777778,137.0,38.0,95.77777777777777,41.22222222222222,61.0,1.0,0.0,61.0,1.0,0.0
ham,20,2,8,nwqsim,MPI,661.2658500671387,20.0,61.0,20.0,20.0,137.0,137.0,0.0,1.0,20.0,99.0,38.0,0.0,0.0,1.0,1.0,137.0,40.0,1.0,1.0,0.0,0.0,0.0,137.0,235.0,63.0,,0.0,19.0,6.0,9.0,8.75,78.0,59.0,1.0,39.0,0.2846715328467153,0.4512578544839046,0.0,1.0,38.0,1.0,,,0.0,0.0,0.0,0.0,38.0,0.0,40.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,61.0,20.0,,20.0,137.0,38.0,78.0,59.0,61.0,1.0,0.0,20.0,38.0,40.0,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,,,,61.0,37.77777777777778,137.0,38.0,95.77777777777777,41.22222222222222,61.0,1.0,0.0,61.0,1.0,0.0
ham,23,1,8,ibmq,ibm_miami,36.307525634765625,,70.0,40.806451612903224,,158.0,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,107.80645161290323,50.193548387096776,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.4,70.0,23.0,23.0,23.0,158.0,44.0,90.0,68.0,70.0,1.0,0.0,23.0,44.0,46.0,1.4,158.2,120.0,320.8,50.8,0.0,98.0,2.2,0.37333333333333335,50.8,23.0,143.4,103.6,1.0,0.0,1.0,2.202558716782369,2.2600000000000002,1.1545454545454548,,,45.0,,,,,,,,,,,,,,,,,,,,,CPU,sync,,ibm_miami,hardware,False,70.0,40.806451612903224,158.0,44.0,107.80645161290323,50.193548387096776,70.0,1.0,0.0,70.0,1.0,0.0
ham,24,1,8,nwqsim,MPI,2636.5039348602295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,24,2,8,nwqsim,MPI,1983.192761739095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,28,2,8,qiskitaer,matrix_product_state,7145.556688308716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,30,2,8,qiskitaer,matrix_product_state,7229.847510655721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,30,2,16,qiskitaer,matrix_product_state,7908.5714022318525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,32,2,8,qiskitaer,matrix_product_state,7158.142566680908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,5,1,4,nwqsim,MPI,693.0856789048347,5.0,40.0,5.0,5.0,55.0,55.0,0.0,1.0,5.0,23.0,24.0,8.0,0.0,1.0,1.0,56.0,10.0,3.0,1.0,0.0,0.0,0.0,56.0,115.0,43.0,,1.0,4.0,0.0,63.0,20.0,12.0,44.0,1.0,76.0,1.3818181818181818,1.634746675853747,0.0,4.0,32.0,1.0,,,1.0,8.0,6.0,14.0,4.0,0.0,8.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,9.0,55.0,20.0,16.8,39.2,40.2,1.0,0.0,40.2,1.0,0.0
hhl,5,1,8,nwqsim,MPI,469.8035136680119,5.0,40.0,5.0,5.0,55.0,55.0,0.0,1.0,5.0,23.0,24.0,8.0,0.0,1.0,1.0,56.0,10.0,3.0,1.0,0.0,0.0,0.0,56.0,115.0,43.0,,1.0,4.0,0.0,63.0,20.0,12.0,44.0,1.0,76.0,1.3818181818181818,1.634746675853747,0.0,4.0,32.0,1.0,,,1.0,8.0,6.0,14.0,4.0,0.0,8.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,9.0,55.0,20.0,16.8,39.2,40.2,1.0,0.0,40.2,1.0,0.0
hhl,7,1,4,nwqsim,MPI,704.616167789532,7.0,119.0,7.0,7.0,150.0,150.0,0.0,1.0,7.0,34.0,84.0,32.0,0.0,1.0,1.0,151.0,14.0,3.0,1.0,0.0,0.0,0.0,151.0,326.0,122.0,,1.0,8.0,0.0,153.0,43.57142857142857,19.0,132.0,1.0,289.0,1.9266666666666667,1.8442583574133231,0.0,4.0,116.0,1.0,,,1.0,32.0,12.0,64.0,8.0,0.0,11.0,7.0,3.0,0.0,8.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,7,1,8,nwqsim,MPI,507.68229266880854,7.0,119.0,7.0,7.0,150.0,150.0,0.0,1.0,7.0,34.0,84.0,32.0,0.0,1.0,1.0,151.0,14.0,3.0,1.0,0.0,0.0,0.0,151.0,326.0,122.0,,1.0,8.0,0.0,153.0,43.57142857142857,19.0,132.0,1.0,289.0,1.9266666666666667,1.8442583574133231,0.0,4.0,116.0,1.0,,,1.0,32.0,12.0,64.0,8.0,0.0,11.0,7.0,3.0,0.0,8.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,9,1,4,nwqsim,MPI,743.4974044574321,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.0,16.448275862068964,721.0,373.51724137931035,38.275862068965516,683.7241379310345,676.1724137931035,1.0,0.0,676.1724137931035,1.0,0.0
hhl,9,1,8,nwqsim,MPI,768.8433108883651,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.0,16.448275862068964,721.0,373.51724137931035,38.275862068965516,683.7241379310345,676.1724137931035,1.0,0.0,676.1724137931035,1.0,0.0
hhl,9,1,16,nwqsim,MPI,1097.3642253350893,9.0,676.0,9.0,9.0,721.0,721.0,0.0,1.0,9.0,49.0,448.0,224.0,0.0,1.0,1.0,722.0,18.0,3.0,1.0,0.0,0.0,0.0,722.0,1653.0,679.0,,1.0,13.0,0.0,555.0,180.66666666666663,30.0,692.0,1.0,1592.0,2.2080443828016643,1.899263797285116,0.0,4.0,672.0,1.0,,,1.0,224.0,56.0,376.0,16.0,0.0,14.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.0,16.448275862068964,721.0,373.51724137931035,38.275862068965516,683.7241379310345,676.1724137931035,1.0,0.0,676.1724137931035,1.0,0.0
hhl,11,1,4,nwqsim,MPI,1072.9469237735934,11.0,4317.0,11.0,11.0,4378.0,4378.0,0.0,1.0,11.0,72.0,2850.0,1456.0,0.0,1.0,1.0,4379.0,22.0,3.0,1.0,0.0,0.0,0.0,4379.0,10184.0,4320.0,,1.0,19.0,0.0,2581.0,922.818181818182,49.0,4330.0,1.0,9601.0,2.1930105070808588,1.8808686820126337,0.0,4.0,4306.0,1.0,,,1.0,1456.0,574.0,2244.0,32.0,0.0,17.0,11.0,5.0,0.0,32.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,11,1,8,nwqsim,MPI,882.4239740012368,11.0,4317.0,11.0,11.0,4378.0,4378.0,0.0,1.0,11.0,72.0,2850.0,1456.0,0.0,1.0,1.0,4379.0,22.0,3.0,1.0,0.0,0.0,0.0,4379.0,10184.0,4320.0,,1.0,19.0,0.0,2581.0,922.818181818182,49.0,4330.0,1.0,9601.0,2.1930105070808588,1.8808686820126337,0.0,4.0,4306.0,1.0,,,1.0,1456.0,574.0,2244.0,32.0,0.0,17.0,11.0,5.0,0.0,32.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
